Title,Country,Year,Operating Temperature (℃),Cathode Pressure (bar),Anode Pressure (bar),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,C wt. %,Pure_0/Supported_1,Anode Catalyst Type,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Catalyst Loading,Catahode Catalyst Loading,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),MEA Preparation Method,CCM_0/GDE_1,Membrane Thickness (μm),EW,Type,Current at 1.5 V,Current at 1.6 V,Current at 1.7 V,Current at 1.8 V,Current at 1.9 V,Current at 2.0 V,Minimum Stability Current Density (A cm-2),Maximum Stability Current Density (A cm-2),Fluctuation period (h),Stability Test Time (h-1)
Initial approaches in benchmarking and round robin testing for proton exchange membrane water electrolyzers,United States,2019,62,1,1,1,2,25,85.52915767,0,14.47084233,0,0,IrOx,,,,2.5,0.8,2.138228942,0.8,CCM,0,175,1100,nafion 117,0.11211,0.45263,0.82116,1.18415,1.52675,1.86935,0,0,0,0
Initial approaches in benchmarking and round robin testing for proton exchange membrane water electrolyzers,United States,2019,64,1,1,1,2,25,85.52915767,0,14.47084233,0,0,IrOx,,,,2.5,0.8,2.138228942,0.8,CCM,0,175,1100,nafion 117,0.12525,0.45644,0.8343,1.2125,1.55475,1.897,0,0,0,0
Efficient and Stable Low Iridium Loaded Anodes for PEM Water Electrolysis Made Possible by Nanofiber Interlayers,germany,2020,80,1,1,1,40,5,85.52915767,0,14.47084233,0,0,IrOx NP,0.67,40,0.67,1.2mg Ir,0.5mg Pt,1.2,0.5,CCM,0,125,1100,nafion 115,0.17305,0.60665,1.15025,1.7681,2.43637,3.1789,0,0,0,0
Efficient and Stable Low Iridium Loaded Anodes for PEM Water Electrolysis Made Possible by Nanofiber Interlayers,germany,2020,80,1,1,1,40,5,85.52915767,0,14.47084233,0,0,IrOx NP,0.67,40,0.67,0.2mg Ir,0.5mg Pt,0.2,0.5,CCM,0,125,1100,nafion 115,0.1428,0.51223,0.91558,1.36934,1.80294,2.32179,0,0,0,0
Efficient and Stable Low Iridium Loaded Anodes for PEM Water Electrolysis Made Possible by Nanofiber Interlayers,germany,2020,80,1,1,1,40,5,85.52915767,0,14.47084233,0,0,IrOx NP,0.67,40,0.67,0.2mg Ir,0.5mg Pt,0.2,0.5,CCM,0,125,1100,nafion 115,0.07341,0.29397,0.56111,0.88624,1.20698,1.6033,2,2,0,150
An analysis of degradation phenomena in polymer electrolyte membrane water electrolysis,germany,2016,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,IrO2,,,,Ir 2.25,Pt 0.8,2.25,0.8,CCM,0,175,1100,nafion 117,0.25123,0.79227,1.35213,1.99179,2.63079,3.23087,0,0,0,0
An analysis of degradation phenomena in polymer electrolyte membrane water electrolysis,germany,2016,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,IrO2,,,,Ir 2.25,Pt 0.8,2.25,0.8,CCM,0,175,1100,nafion 117,0.25123,0.79227,1.35213,1.99179,2.63079,3.23087,2,2,0,168
An analysis of degradation phenomena in polymer electrolyte membrane water electrolysis,germany,2016,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,IrO2,,,,Ir 2.25,Pt 0.8,2.25,0.8,CCM,0,175,1100,nafion 117,0.17273,0.6262,1.10756,1.69207,2.27593,2.79298,2,2,0,336
An analysis of degradation phenomena in polymer electrolyte membrane water electrolysis,germany,2016,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,IrO2,,,,Ir 2.25,Pt 0.8,2.25,0.8,CCM,0,175,1100,nafion 117,0.16819,0.58273,1.02906,1.57724,2.09818,2.51661,2,2,0,504
An analysis of degradation phenomena in polymer electrolyte membrane water electrolysis,germany,2016,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,IrO2,,,,Ir 2.25,Pt 0.8,2.25,0.8,CCM,0,175,1100,nafion 117,0.15651,0.55938,1.01284,1.55778,2.04693,2.44525,2,2,0,672
An analysis of degradation phenomena in polymer electrolyte membrane water electrolysis,germany,2016,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,IrO2,,,,Ir 2.25,Pt 0.8,2.25,0.8,CCM,0,175,1100,nafion 117,0.14094,0.53537,0.94602,1.44296,1.90486,2.3194,2,2,0,840
An analysis of degradation phenomena in polymer electrolyte membrane water electrolysis,germany,2016,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,IrO2,,,,Ir 2.25,Pt 0.8,2.25,0.8,CCM,0,175,1100,nafion 117,0.12537,0.51202,0.87466,1.36057,1.78225,2.10986,2,2,0,1009
Performance of a PEM electrolyzer using RuIrCoOx electrocatalysts for the oxygen evolution electrode,mexico,2013,25,1,1,1,63,4,50,26.30208333,8.333333333,0,0,IrRuCoOx,,10,,,,,,ccm,0,125,1100,nafion 115,0.00126478,0.00758492,0.01859478,0.03144573,0.04419592,0.05694611,0,0,0,0
Performance of a PEM electrolyzer using RuIrCoOx electrocatalysts for the oxygen evolution electrode,mexico,2013,25,1,1,1,63,4,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,,10,,,,,,ccm,0,125,1100,nafion 115,0.0006694,0.0050019,0.01227464,0.02318375,0.03184875,0.04051375,0,0,0,0
Analysis of Inkjet Printed Catalyst Coated Membranes for Polymer Electrolyte Electrolyzers,Canada,2018,80,1,1,1,9.1,5,85.52915767,0,14.47084233,0,0,"IrO2(99%, Alfa Aesar, A17849)",0.052631579,46.7,0.428571429,1.17,0.10 mg cm-2 Pt,1.000691145,0.1,CCM,0,25,1100,Nafion 211,0.20876,1.01965,2.04533,3.07101,4.09669,5.12237,0,0,0,0
Analysis of Inkjet Printed Catalyst Coated Membranes for Polymer Electrolyte Electrolyzers,Canada,2018,80,1,1,1,9.1,5,85.52915767,0,14.47084233,0,0,"IrO2(99%, Alfa Aesar, A17849)",0.052631579,46.7,0.428571429,1.17,0.10 mg cm-2 Pt,1.000691145,0.1,CCM,0,25,1100,Nafion 211,0.20876,1.01965,2.04533,3.07101,4.09669,5.12237,0,0,0,0
"Design and Performance Investigation of a Carbon-Free
Pt/Ti Cathode with Low Membrane Degradation Rate for
Proton Exchange Membrane Water Electrolyser",China,2019,90,1,1,1,,8,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,40,16.66666667,2,0.96mg cm-2 Pt,1.710583153,0.96,CCM,0,125,1100,Nafion 115,0.12844,0.46862,0.87297,1.22011,1.5023,1.76903,0,0,0,0
"Design and Performance Investigation of a Carbon-Free
Pt/Ti Cathode with Low Membrane Degradation Rate for
Proton Exchange Membrane Water Electrolyser",China,2019,90,1,1,1,,8,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,40,3.125,2,0.96mg cm-2 Pt,1.710583153,0.96,CCM,0,125,1100,Nafion 115,0.10974,0.43263,0.76272,1.13228,1.4505,1.74156,0,0,0,0
"Design and Performance Investigation of a Carbon-Free
Pt/Ti Cathode with Low Membrane Degradation Rate for
Proton Exchange Membrane Water Electrolyser",China,2019,90,1,1,1,,8,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,40,9.375,2,0.96mg cm-2 Pt,1.710583153,0.96,CCM,0,125,1100,Nafion 115,0.11121,0.47208,0.83231,1.25235,1.55233,1.88667,0,0,0,0
"Design and Performance Investigation of a Carbon-Free
Pt/Ti Cathode with Low Membrane Degradation Rate for
Proton Exchange Membrane Water Electrolyser",China,2019,90,1,1,1,,8,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,40,21.875,2,0.96mg cm-2 Pt,1.710583153,0.96,CCM,0,125,1100,Nafion 115,0.10283,0.45129,0.83655,1.2269,1.49462,1.74835,0,0,0,0
"Design and Performance Investigation of a Carbon-Free
Pt/Ti Cathode with Low Membrane Degradation Rate for
Proton Exchange Membrane Water Electrolyser",China,2019,90,1,1,1,,8,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,40,26.04166667,2,0.96mg cm-2 Pt,1.710583153,0.96,CCM,0,125,1100,Nafion 115,0.09239,0.40038,0.68423,0.95196,1.17386,1.40892,0,0,0,0
"Design and Performance Investigation of a Carbon-Free
Pt/Ti Cathode with Low Membrane Degradation Rate for
Proton Exchange Membrane Water Electrolyser",China,2019,90,1,1,1,,8,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,20,0.25,2,0.4mg cm-2 Pt,1.710583153,0.4,CCM,0,125,1100,Nafion 115,0.17946,0.54632,0.99087,1.31559,1.63567,1.95575,0,0,0,0
Durable Membrane Electrode Assemblies for Proton Exchange Membrane Electrolyzer Systems Operating at High Current Densities,Germany,2016,55,1,1,1,,120,100,0,0,0,0,Ir-black (Umicore),,100,,1mg Ir cm-2,0.9mg cm-2 Pt,1,0.9,CCM,0,125,1100,Nafion 115,0.12,0.14977,0.64728,1.13836,1.63551,2.13266,0,0,0,0
Durable Membrane Electrode Assemblies for Proton Exchange Membrane Electrolyzer Systems Operating at High Current Densities,Germany,2016,55,1,1,1,,120,100,0,0,0,0,Ir-black (Umicore),,100,,1mg Ir cm-2,0.9mg cm-2 Pt,1,0.9,CCM,0,125,1100,Nafion 115,0.1,0.21584,0.62263,1.06836,1.53051,1.99302,2,2,0,400
Durable Membrane Electrode Assemblies for Proton Exchange Membrane Electrolyzer Systems Operating at High Current Densities,Germany,2016,55,1,1,1,,120,100,0,0,0,0,Ir-black (Umicore),,100,,1mg Ir cm-2,0.9mg cm-2 Pt,1,0.9,CCM,0,125,1100,Nafion 115,0.11,0.18298,0.61835,1.10729,1.61694,2.12659,4,4,0,250
"Electrochemical Impedance Spectroscopy as a
Diagnostic T ool in Polymer Electrolyte
Membrane Electrolysis",Italy,2018,80,1,1,1,1,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0.176470588,40,0.388888889,0.4 mg·cm-2 PGM,0.1 mg·cm-2,0.4,0.1,CCM,0,90,980,Aquivion?short-side chain extruded film (E98–09S),0.20937,0.82555,1.61231,2.5456,3.47889,4.41218,0,0,0,0
"Electrochemical Impedance Spectroscopy as a
Diagnostic T ool in Polymer Electrolyte
Membrane Electrolysis",Italy,2018,80,1,1,1,1,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0.176470588,40,0.388888889,0.4 mg·cm-2,0.1 mg·cm-2,0.4,0.1,CCM,0,90,980,Aquivion?short-side chain extruded film (E98–09S),0.13611,0.67246,1.4811,2.37721,3.27332,4.16943,3,3,0,1000
"Electrochemical Impedance Spectroscopy as a
Diagnostic T ool in Polymer Electrolyte
Membrane Electrolysis",Italy,2018,80,1,1,1,1,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0.176470588,40,0.388888889,1.5 mg·cm-2,0.5 mg·cm-2,1.5,0.5,CCM,0,90,980,Aquivion?short-side chain extruded film (E98–09S),0.40803,1.03156,1.8555,2.85,3.8445,4.839,0,0,0,0
"Electrochemical Impedance Spectroscopy as a
Diagnostic T ool in Polymer Electrolyte
Membrane Electrolysis",Italy,2018,80,1,1,1,1,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0.176470588,40,0.388888889,1.5 mg·cm-2,0.1 mg·cm-2,1.5,0.1,CCM,0,90,980,Aquivion?short-side chain extruded film (E98–09S),0.40803,1.06993,1.92799,2.9116,3.89521,4.87882,0,0,0,0
"Electrochemical Impedance Spectroscopy as a
Diagnostic T ool in Polymer Electrolyte
Membrane Electrolysis",Italy,2018,30,1,1,1,1,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0.176470588,40,0.388888889,1.5 mg·cm-2,0.1 mg·cm-2,1.5,0.1,CCM,0,90,980,Aquivion?short-side chain extruded film (E98–09S),0.03401,0.31789,0.80371,1.35982,1.93587,2.51192,0,0,0,0
"Electrochemical Impedance Spectroscopy as a
Diagnostic T ool in Polymer Electrolyte
Membrane Electrolysis",Italy,2018,40,1,1,1,1,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0.176470588,40,0.388888889,1.5 mg·cm-2,0.1 mg·cm-2,1.5,0.1,CCM,0,90,980,Aquivion?short-side chain extruded film (E98–09S),0.07268,0.44648,0.99737,1.60012,2.20287,2.80562,0,0,0,0
"Electrochemical Impedance Spectroscopy as a
Diagnostic T ool in Polymer Electrolyte
Membrane Electrolysis",Italy,2018,60,1,1,1,1,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0.176470588,40,0.388888889,1.5 mg·cm-2,0.1 mg·cm-2,1.5,0.1,CCM,0,90,980,Aquivion?short-side chain extruded film (E98–09S),0.1893,0.71042,1.41475,2.12431,2.83387,3.54343,0,0,0,0
"Electrochemical Impedance Spectroscopy as a
Diagnostic T ool in Polymer Electrolyte
Membrane Electrolysis",Italy,2018,90,1,1,1,1,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0.176470588,40,0.388888889,1.5 mg·cm-2,0.1 mg·cm-2,1.5,0.1,CCM,0,90,980,Aquivion?short-side chain extruded film (E98–09S),0.57845,1.29782,2.16789,3.03796,3.90803,4.7781,0,0,0,0
"Enhancement of current density using effective membranes electrode
assemblies for water electrolyser system",Singapore,2016,60,1,1,1,,5,85.52915767,0,14.47084233,0,0,Pure Oxide,,100,,2,2 mg/cm2 of Pt,1.710583153,2,GDE,1,175,1100,Nafion 117,0.5041,0.68032,0.82167,0.97519,1.12731,1.3831,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,80,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.5243,1.50488,2.48546,3.46604,4.44662,5.4272,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,80,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.53629,1.65721,2.77813,3.89905,5.01997,6.14089,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,80,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0.111111111,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.42527,1.42539,2.42551,3.42563,4.42575,5.42587,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,80,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0.25,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.36487,1.30193,2.23899,3.17605,4.11311,5.05017,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,80,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0.428571429,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.26317,1.00482,1.74647,2.48812,3.22977,3.97142,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,25,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.11249,0.30416,0.86245,1.40264,1.66532,1.8774,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,40,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.19835,0.80444,1.50892,1.94562,2.38232,2.81902,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,60,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.40765,1.29173,2.11501,2.93829,3.76157,4.58485,0,0,0,0
"Membrane electrode assemblies with low noble
metal loadings for hydrogen production from solid
polymer electrolyte water electrolysis",South Africa,2013,90,1,1,1,50,4,85.52915767,0,14.47084233,0,0,Pure Oxide,0.052631579,20,0.428571429,0.38 mg cm-2,0.2 mg cm-2,0.38,0.2,CCM,0,50,1100,"Nafion 212 (DuPont, USA)",0.67542,1.8296,2.98378,4.13796,5.29214,6.44632,0,0,0,0
"Synchrotron Radiography for a Proton
Exchange Membrane (PEM) Electrolyzer",Germany,2020,25,1,1,1,1,,100,0,0,0,0,Ir black,,100,,2.2 mg cm?2 Ir,0.8 mg cm-2 Pt,2.2,0.8,CCM,0,175,1100,Nafion 117,0.05085,0.07386,0.11001,0.14617,0.18533,0.22422,0,0,0,0
"Synchrotron Radiography for a Proton
Exchange Membrane (PEM) Electrolyzer",Germany,2020,25,1,1,1,3,,100,0,0,0,0,Ir black,,100,,2.2 mg cm?2 Ir,0.8 mg cm-2 Pt,2.2,0.8,CCM,0,175,1100,Nafion 117,0.05085,0.08975,0.14041,0.2056,0.26037,0.30803,0,0,0,0
"Synchrotron Radiography for a Proton
Exchange Membrane (PEM) Electrolyzer",Germany,2020,25,1,1,1,5,,100,0,0,0,0,Ir black,,100,,2.2 mg cm?2 Ir,0.8 mg cm-2 Pt,2.2,0.8,CCM,0,175,1100,Nafion 117,0.05496,0.09988,0.14753,0.21409,0.27489,0.32392,0,0,0,0
"The stability challenge on the pathway to high-current-density
polymer electrolyte membrane water electrolyzers",Germany,2018,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,"Iridium oxide (Alfa Aesar, Premion, 99.99%)",0.176470588,60,0.176470588,2.2,0.8 mg cm-2 Pt,1.881641469,0.8,CCM,0,175,1100,Nafion 117,0.17649,0.55015,1.03783,1.58926,2.15062,2.7459,2,2,0,74
"The stability challenge on the pathway to high-current-density
polymer electrolyte membrane water electrolyzers",Germany,2018,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,"Iridium oxide (Alfa Aesar, Premion, 99.99%)",0.176470588,60,0.176470588,2.2,0.8 mg cm-2 Pt,1.881641469,0.8,CCM,0,175,1100,Nafion 117,0.20339,0.6209,1.15888,1.69685,2.32546,2.91431,2.5,2.5,0,1026
"The stability challenge on the pathway to high-current-density
polymer electrolyte membrane water electrolyzers",Germany,2018,80,1,1,1,25,17.64,85.52915767,0,14.47084233,0,0,"Iridium oxide (Alfa Aesar, Premion, 99.99%)",0.176470588,60,0.176470588,2.2,0.8 mg cm-2 Pt,1.881641469,0.8,CCM,0,175,1100,Nafion 117,0.16304,0.57354,0.98403,1.45769,1.94888,2.47692,3,3,0,1936
"A novel catalyst coated membrane embedded with
Cs-substituted phosphotungstates for proton
exchange membrane water electrolysis",China,2014,80,1,1,1,3,1,38.48805,0,17.7521,0,1,IrO2/Sb-SnO2 oxide (in mass ratio of 1:1),0.142857143,40,0.333,0.75,0.2 mg/cm2 Pt,0.288660375,0.2,CCM,0,50,1100,nafion 212,0.09994529,0.9168177,2.00286254,3.08890738,4.17495222,5.26099706,0,0,0,0
"A novel catalyst coated membrane embedded with
Cs-substituted phosphotungstates for proton
exchange membrane water electrolysis",China,2014,80,1,1,1,3,1,38.48805,0,17.7521,0,1,IrO2/Sb-SnO2 oxide (in mass ratio of 1:1),0.142857143,40,0.333,0.75,0.2 mg/cm2 Pt,0.288660375,0.2,CCM,0,50,,Cs1.5HPA-Nafion 212,0.1879685,2.0100915,3.8322145,5.6543375,7.4764605,9.2985835,0,0,0,0
"A novel catalyst coated membrane embedded with
Cs-substituted phosphotungstates for proton
exchange membrane water electrolysis",China,2014,80,1,1,1,3,1,38.48805,0,17.7521,0,1,IrO2/Sb-SnO2 oxide (in mass ratio of 1:1),0.142857143,40,0.333,0.75,0.2 mg/cm2 Pt,0.288660375,0.2,CCM,0,50,,Cs1.5HPA-Nafion 212,0.15607603,1.56019509,2.96431415,4.36843321,5.77255227,7.17667133,0,0,0,0
"A novel catalyst coated membrane embedded with
Cs-substituted phosphotungstates for proton
exchange membrane water electrolysis",China,2014,80,1,1,1,3,1,38.48805,0,17.7521,0,1,IrO2/Sb-SnO2 oxide (in mass ratio of 1:1),0.142857143,40,0.333,0.75,0.2 mg/cm2 Pt,0.288660375,0.2,CCM,0,50,1100,nafion 212,0.05104351,0.67230878,1.72135836,2.77040794,3.81945752,4.8685071,0,0,0,0
"A novel catalyst coated membrane embedded with
Cs-substituted phosphotungstates for proton
exchange membrane water electrolysis",China,2014,80,1,1,1,3,1,38.48805,0,17.7521,0,1,IrO2/Sb-SnO2 oxide (in mass ratio of 1:1),0.111111111,40,0.333,0.75,0.2 mg/cm2 Pt,0.288660375,0.2,CCM,0,50,,Cs1.5HPA-Nafion 212,0.21475817,2.01987186,3.82498555,5.63009924,7.43521293,9.24032662,0,0,0,0
"A novel catalyst coated membrane embedded with
Cs-substituted phosphotungstates for proton
exchange membrane water electrolysis",China,2014,80,1,1,1,3,1,38.48805,0,17.7521,0,1,IrO2/Sb-SnO2 oxide (in mass ratio of 1:1),0.083333333,40,0.333,0.75,0.2 mg/cm2 Pt,0.288660375,0.2,CCM,0,50,,Cs1.5HPA-Nafion 212,0.17308535,1.6456669,3.11824845,4.59083,6.06341155,7.5359931,0,0,0,0
Cell failure mechanisms in PEM water electrolyzers,France,2012,80,1,1,1,,75,100,0,0,0,0,Metallic Ir,,100,,2.0 mg/cm2 Ir,0.4 mg/cm2 Pt,0.2,0.4,CCM,0,175,1100,nafion 117,0.01453,0.11905,0.23942,0.49529,0.75116,1.00703,0,0,0,0
"Characterisation tools development for PEM
electrolysers",South Africa,2014,70,1,1,1,,25,85.52915767,0,14.47084233,0,0,IrO2,,100,,1,0.3 mg/cm2 Pt,0.855291577,0.3,CCM,0,125,1100,nafion 115,0.30715228,0.69000915,1.05550648,1.42100381,1.78650114,2.15199847,0,0,0,0
"Characterisation tools development for PEM
electrolysers",South Africa,2014,70,1,1,1,,25,85.52915767,0,14.47084233,0,0,IrO2,,100,,1,0.3 mg/cm2 Pt,0.855291577,0.3,CCM,0,175,1100,nafion 117,0.11398,0.4421,0.83648,1.22889,1.6213,2.01371,0,0,0,0
"Characterisation tools development for PEM
electrolysers",South Africa,2014,70,1,1,1,,25,85.52915767,0,14.47084233,0,0,IrO2,,100,,1,0.3 mg/cm2 Pt,0.855291577,0.3,CCM,0,254,1100,nafion 1110,0.08834,0.33601,0.62864,0.92443,1.22455,1.52467,0,0,0,0
"Characterisation tools development for PEM
electrolysers",South Africa,2014,60,1,1,1,,25,85.52915767,0,14.47084233,0,0,IrO2,,100,,1,0.3 mg/cm2 Pt,0.855291577,0.3,CCM,0,125,1100,nafion 115,0.10087,0.44132,0.83257,1.22141,1.61025,1.99909,0,0,0,0
"Characterisation tools development for PEM
electrolysers",South Africa,2014,80,1,1,1,,25,85.52915767,0,14.47084233,0,0,IrO2,,100,,1,0.3 mg/cm2 Pt,0.855291577,0.3,CCM,0,125,1100,nafion 115,0.26339,0.67559,1.12197,1.56835,2.01473,2.46111,0,0,0,0
"Investigation of supported IrO2 as electrocatalyst
for the oxygen evolution reaction in proton
exchange membrane water electrolyser",South Africa,2014,25,1,1,1,,1,85.73,0,14.27,0,0,Pure Oxide,0.176470588,20,0.176470588,2,0.5 mg/cm2 Pt,1.7146,0.5,CCM,0,125,1100,nafion 115,0.0101,0.07305,0.26717,0.49379,0.75289,0.99128,0,0,0,0
"Investigation of supported IrO2 as electrocatalyst
for the oxygen evolution reaction in proton
exchange membrane water electrolyser",South Africa,2014,50,1,1,1,,1,85.73,0,14.27,0,0,Pure Oxide,0.176470588,20,0.176470588,2,0.5 mg/cm2 Pt,1.7146,0.5,CCM,0,125,1100,nafion 115,0.017,0.17133,0.5149,0.89341,1.23902,1.61305,0,0,0,0
"Investigation of supported IrO2 as electrocatalyst
for the oxygen evolution reaction in proton
exchange membrane water electrolyser",South Africa,2014,80,1,1,1,,1,85.73,0,14.27,0,0,Pure Oxide,0.176470588,20,0.176470588,2,0.5 mg/cm2 Pt,1.7146,0.5,CCM,0,125,1100,nafion 115,0.10594,0.45845,0.87473,1.36045,1.76007,2.21574,0,0,0,0
